Text,labels,Tokens_used
"dream hermes bag birkin 25 togo etoupe palladium hardware,","Brand_labels: [""product quality"", ""reputation & heritage""]
Emotion_labels: [""love""]",566
"ostrich best always n bags brands,","Brand_labels: [""product quality"", ""reputation & heritage""]
Emotion_labels: [""love""]",558
"nah would overwhelmed different options,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",550
"see year,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",546
"future wifes bags,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",548
"putting coco cabana ocean breeze catagory bold,","Brand_labels: [""product quality""]
Emotion_labels: []",553
"prada candy smells nothing like,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",551
"giorgio armani acqua di gioia smells nothing like orange blossom though another type good smell lol,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",565
"sorry scandal good,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""good""]",549
"one day istgg,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited"", ""horrible"", ""bad"", ""disappointed"", ""terrible"", ""worse"", ""hate""]",612
"first one top tier,","Brand_labels: [""product quality""]
Emotion_labels: [""great""]",548
"slay mommy outfit,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",548
"1and2,","Brand_labels: [""product quality"", ""reputation & heritage""]
Emotion_labels: []",551
"buy shoes like first one,","Brand_labels: [""product quality""]
Emotion_labels: []",547
"summer beginning london cant wait need cute casual outfits look good im oversized shirt jeans gal,","Brand_labels: [""product quality""]
Emotion_labels: [""excited""]",561
"early,","Brand_labels: [""customer service""]
Emotion_labels: []",543
"woah im early,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""excited""]",571
"first,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited"", ""horrible"", ""bad"", ""disappointed"", ""terrible"", ""worse"", ""hate""]",609
"please post im huge fan,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",551
"favorite charmed theme love shoes vest,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",551
"last one looks dad finds got f math exam comes crash,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",556
"wow outfit elegant different tax brackets,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",550
"wheres cardigan,","Brand_labels: [""customer service""]
Emotion_labels: []",546
"wheres bag,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",548
"wheres purse,","Brand_labels: [""customer service""]
Emotion_labels: []",545
"cuffed pants sooo cute,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",550
"pov saw video cankles wanted see,","Brand_labels: [""product quality""]
Emotion_labels: []",551
"wheres cankles,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",550
"everyone fl still wears lilly,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",550
"yellow dress looked good,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",548
"really liked yellow super pretty,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",549
"love shade yellow,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",547
"yellow look amazing could get altered,","Brand_labels: [""product quality""]
Emotion_labels: [""amazing""]",551
"gator slides tho,","Brand_labels: [""product quality""]
Emotion_labels: []",546
"emelyofficial,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",547
"user92293046292 sophie,","Brand_labels: [""customer service""]
Emotion_labels: [""neutral""]",551
"soooo expensive thooo,","Brand_labels: [""product quality""]
Emotion_labels: []",547
"black one,","Brand_labels: [""product quality""]
Emotion_labels: []",544
"want need give charlie thomas,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited"", ""horrible"", ""bad"", ""disappointed"", ""terrible"", ""worse"", ""hate""]",615
"crying,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",547
"moon boots fr,","Brand_labels: [""product quality""]
Emotion_labels: []",545
"absolutely love want,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",548
"people saying dresses dont look kendalls dress inspired aubreys wasnt supposed look,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",561
"said inspiration dress didnt say yall would claim plagiarism yall say yall sick,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""disappointed""]",563
"think kendal could done hair like similar aubrey instead effortless bun,","Brand_labels: [""product quality""]
Emotion_labels: []",556
"60 years later maybe someone inspired kendall knows,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",553
"someone tell fit theme,","Brand_labels: [""product quality""]
Emotion_labels: []",546
"even close tho dont get kendall looked really good,","Brand_labels: [""product quality""]
Emotion_labels: [""good""]",554
"inspired yall need learn word back istg,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",557
"loved dress wish something different hair,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",551
"wheres thewizardliz,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",551
"anything teach college degree,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""neutral""]",550
"bizwithbailey audreyamendolara alice_liuuu thank later,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",560
"im college knowledge lol want paper raise,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",553
"thewizardliz trust,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""trust""]",551
"loves silver learn love wear silver,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",551
"mon gold silver,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",547
"isaleandrahms want,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love""]",572
"dog sent talking bout birthday,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",549
"bro istg chrome hearts new supreme,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",551
"chrome hearts dog,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",547
"dawg drinking chrome hearts,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",552
"lowkey could make,","Brand_labels: [""product quality""]
Emotion_labels: []",546
"chrome hearts fans see carved cinderblock,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",552
"low price 3500,","Brand_labels: [""product quality""]
Emotion_labels: []",547
"promise u chrome hearts js b makin anything,","Brand_labels: [""product quality""]
Emotion_labels: [""neutral""]",553
"opium rick owens playboi carti ken carson destroy lonely black,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",563
"tell buy reps,","Brand_labels: [""customer service""]
Emotion_labels: [""excited""]",548
"get invitation rick owens show,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",554
"bro rick owens,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",549
"bro think hes rick,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",549
"sturdy well made leather bag always best bag doesnt need fancy tag crazy price last forever,","Brand_labels: [""product quality"", ""sustainability""]
Emotion_labels: [""love""]",565
"mary kate olsens makes one look pristine though,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",555
"never understood birkin seeing creator use full extent life makes seriously reconsider hype birkin,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""disappointed""]",563
"richest thing,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",547
"need wealthy person hand wornin birkin bc ill never buy one adore look lived one,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",561
"best thing rich buy well made expensive things wear forever without constantly buying new stuff,","Brand_labels: [""product quality"", ""sustainability""]
Emotion_labels: [""love""]",563
"beat birkin bag chicest thing everrrrr,","Brand_labels: [""product quality"", ""reputation & heritage""]
Emotion_labels: [""love""]",560
"theres nothing warrants price tho,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",551
"namesinitials designers half products,","Brand_labels: [""product quality"", ""reputation & heritage""]
Emotion_labels: []",554
"got except row,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",548
"easy,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love""]",567
"thought comme de garcon shoes converse,","Brand_labels: [""product quality""]
Emotion_labels: []",549
"easy,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love""]",567
"first one dress perfume bottle looks exactly like dress twiggy wore 60s,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",559
"saint laurent paris valentino dior balenciaga paris hugo boss gucci fendi givenchy jean paul gaultier comme des garçons row dolce gabbana burberry london calvin klein alexanderwang,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",592
"except row givenchy,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""disappointed""]",551
"said iron first shes putting sweater doesnt matter,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",554
"iron shirt pleasee,","Brand_labels: [""customer service""]
Emotion_labels: []",546
"iron yes shirt skirt,","Brand_labels: [""product quality""]
Emotion_labels: []",546
"whys everyone crying shirt u cant even see sweater,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",555
"u ever heard iron,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",548
"yall one owns iron care steamer thats,","Brand_labels: [""product quality""]
Emotion_labels: []",551
"buying first top tommorrow literally cant stop thinking,","Brand_labels: [""product quality""]
Emotion_labels: [""excited""]",556
"first top,","Brand_labels: [""product quality""]
Emotion_labels: []",544
"repeat best taste im inspired time post,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""inspired""]",554
"keep first two return third husband,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",551
"first one,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love""]",568
"first one insane,","Brand_labels: [""product quality""]
Emotion_labels: [""excited""]",548
"budget astronomical,","Brand_labels: [""product quality""]
Emotion_labels: []",544
"thats fun,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",550
"maybe iphone 15 pro invitation,","Brand_labels: [""product quality""]
Emotion_labels: [""excited""]",551
"fashioninvitations,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",548
"asmr fashion invite,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",551
"raw excedrin wild,","Brand_labels: [""product quality""]
Emotion_labels: [""excited""]",550
"anxiety went straw pills make directly purse cant deal,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",555
"careful keeping stuff bottom purse taking went anaphylactic shock something got meds dr thinks,","Brand_labels: [""customer service""]
Emotion_labels: [""horrible""]",563
"link chanel keychain wallet ive trying find cant,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",555
"put stuff small ziplock bag dont ruin inside,","Brand_labels: [""product quality""]
Emotion_labels: [""bad""]",553
"burberry goddess time favorite,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",552
"favorite purchase everrrrr,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",549
"literally doesnt smell nice idk everyone,","Brand_labels: [""product quality""]
Emotion_labels: [""bad""]",552
"secret combine beeswax coconut honey lotion wear everyday get many ppl complimenting saying smell good also makes perfume last day apply,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",568
"im thinking getting thattt goodd,","Brand_labels: [""product quality""]
Emotion_labels: []",549
"im lit obsessed w smell amazing,","Brand_labels: [""product quality""]
Emotion_labels: [""amazing""]",551
"oh stop bought bc popular see everywhere,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",551
"heyy go see favorites pls girls,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",553
"burberry fragrance lixury fragrance actually smells good like overly strong one,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",559
"perfumes con olor monster high little pony,","Brand_labels: [""product quality""]
Emotion_labels: []",551
"cam newton dangerous fits,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",549
"hes swaggy thats glazing like crazy,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",556
"bros reverse cowgirl,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""excited""]",572
"bro said swaggy aint thats crazy,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""disappointed""]",556
"aint serious gng,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",549
"scrolling another man ig glazing crazy work,","Brand_labels: [""product quality""]
Emotion_labels: [""amazed""]",554
"recording store,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",547
"need chrome hearts x gentle monster colab bad,","Brand_labels: [""product quality""]
Emotion_labels: [""bad""]",553
"bracelet omg deadly doll shirt stoppp,","Brand_labels: [""product quality""]
Emotion_labels: [""excited""]",554
"chrome roley,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",547
"much chrome heart cloth price starts,","Brand_labels: [""product quality""]
Emotion_labels: []",548
"listened fein typing essay started typing like crazy looked back words spelled wrong,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",560
"fen end eyes hits dif tho old kanye song,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",554
"adhd makes music much better,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",550
"even canvas getting lit,","Brand_labels: [""product quality""]
Emotion_labels: [""excited""]",549
"travis tweaking bro,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",549
"especially song,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited"", ""horrible"", ""bad"", ""disappointed"", ""terrible"", ""worse"", ""hate""]",610
"u lock test bro,","Brand_labels: [""product quality"", ""customer service""]
Emotion_labels: [""love""]",552
"ricks wife character,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",549
"tommy cash dressin,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",549
"offset got best fit ngl,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",550
"none looked comfortable,","Brand_labels: [""product quality""]
Emotion_labels: [""bad""]",547
"big yellow croc boots tea,","Brand_labels: [""product quality""]
Emotion_labels: []",548
"tommy matieres fecaless look amazing,","Brand_labels: [""product quality""]
Emotion_labels: [""amazing""]",554
"get art behind fashion cant help see people pickme people,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",555
"nice slipknot show,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",551
"clever hope hes got somewhere keep expensive glasses though,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",554
"im sorry ive got burberry sunglasses best believe staying burberry case fair play jake would,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",562
"absolutely,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love""]",568
"anything designer name deep,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",548
"could put sunglasses really great idea,","Brand_labels: [""product quality""]
Emotion_labels: [""great""]",550
"thought attaching tape begin,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",549
"would still actually boss idea keep sunglasses youre wearing,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",553
"sound much like victoria beckham,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",551
"whats oct 13,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited"", ""horrible"", ""bad"", ""disappointed"", ""terrible"", ""worse"", ""hate""]",613
"whats oct 13th,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited"", ""horrible"", ""bad"", ""disappointed"", ""terrible"", ""worse"", ""hate""]",614
"heard album,","Brand_labels: [""product quality""]
Emotion_labels: []",544
"one account lot viral posts ill probably make video someday,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",557
"red hair yuna something else,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",552
"itzy viral queens good way esp maknae shin yuna always bebe,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",562
"shoes north,","Brand_labels: [""product quality""]
Emotion_labels: []",545
"styles people like come,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",548
"happened little girls wearing flat shoes pink dress pigtailswhats going,","Brand_labels: [""product quality""]
Emotion_labels: [""confused""]",561
"leaving kid behindif mother last trip,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",553
"look good north shoes,","Brand_labels: [""product quality""]
Emotion_labels: []",546
"norths shoes,","Brand_labels: [""product quality""]
Emotion_labels: []",545
"sometimes tell children shes gon na break bone shoes,","Brand_labels: [""product quality""]
Emotion_labels: [""horrible""]",555
"thought psalms toy cars stuck norths feet,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",555
"old money vibes,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",547
"provincial summer paris fall winter spring,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",551
"main character,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",548
"literally living daydream best luck always,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",554
"paying prices waiting line illegal,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",551
"shes dressed like louis vuitton employee,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",553
"line hey shouldnt get line ive 30 mins,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",555
"comments arnt vibe clearly theyve never bought anything louis chanel go bestie,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",562
"isnt line chanel tho still well done mother,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",556
"exit look dolls back,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",548
"sometimes dream pieces appear right time dont happy appreciated,","Brand_labels: [""product quality""]
Emotion_labels: [""happy""]",553
"important pieces take forever find get right one worth,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",553
"soooo happy something relate much,","Brand_labels: [""customer service""]
Emotion_labels: [""excited""]",551
"trying make courreges queens proud emimusssssssss taramariagonzalez,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",565
"hating genuinely curious find liking items bc designer made different 1,","Brand_labels: [""product quality""]
Emotion_labels: [""hate""]",558
"love finally getting piece youve wanting long time much gratifying buying bunch pieces kinda like,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",561
"us courreges ebay alert,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",550
"im starting research fashion know research dont wan na search every designer ever go,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",558
"recs winter jackets,","Brand_labels: [""product quality""]
Emotion_labels: []",546
"guys shop vintage way better quality price use ebay etc,","Brand_labels: [""product quality""]
Emotion_labels: [""better""]",555
"thats actually really goid,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",550
"scary thing really could photoset gucci magazine,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""horrible""]",557
"omg glove wash dishes,","Brand_labels: [""product quality""]
Emotion_labels: []",547
"way actually really good omg,","Brand_labels: [""product quality""]
Emotion_labels: [""excited""]",551
"2 hours later gucci would like next supermodel,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",557
"pls thought kim kardashian,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",550
"dreams,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",548
"would fun real life,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""excited""]",571
"visuals nice almost made want buy burberry lol,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",554
"literally feels listening sza songs,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",551
"shes super model,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",550
"shes literally icon,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",550
"whatflawless means,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",549
"one many reasons shes one übermodel high fashion professional still,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",556
"walking around sis wedding,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",548
"show must go,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",550
"itsyelina le tshirt,","Brand_labels: [""product quality""]
Emotion_labels: []",549
"poopiblh ton tshirt,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",552
"cloe_brs_ son tee shirt,","Brand_labels: [""product quality""]
Emotion_labels: []",550
"tshirt reeses,","Brand_labels: [""product quality""]
Emotion_labels: []",546
"taylis_cabrol le tee shirt ressese,","Brand_labels: [""product quality""]
Emotion_labels: []",554
"leaanneast son tee shirt,","Brand_labels: [""product quality""]
Emotion_labels: []",548
"reasons gon na pain loving,","Brand_labels: [""product quality""]
Emotion_labels: [""love""]",550
"fr blowing,","Brand_labels: [""product quality""]
Emotion_labels: [""amazed""]",547
"hxrny_for_chris,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love""]",572
"aaliyahpaige24 switch around,","Brand_labels: [""product quality"", ""customer service"", ""reputation & heritage"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""excited""]",575
"deletes paragraph slowlyyyy,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",550
"fooled first half,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",549
"nooo trendy next year year knows youll even feel,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",555
"purchase something youve wanted,","Brand_labels: [""customer service""]
Emotion_labels: [""excited""]",550
"hmmm would consider good investment piece timeless imo would find dupelookalike,","Brand_labels: [""product quality"", ""reputation & heritage""]
Emotion_labels: []",565
"would say yes wear size smaller 10 large feet,","Brand_labels: [""product quality""]
Emotion_labels: []",552
"charlesgross thoughts love,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",551
"youve wanted havent changed mind think good investment also hope youre little better today,","Brand_labels: [""product quality""]
Emotion_labels: [""good""]",560
"buy afford wear done antithesis investment,","Brand_labels: [""product quality""]
Emotion_labels: [""disappointed""]",553
"need clothing line future investor right,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",550
"ate,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited"", ""horrible"", ""bad"", ""disappointed"", ""terrible"", ""worse"", ""hate""]",609
"fantastic songs africa,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""excited""]",571
"tony_taycl,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",549
"title song,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited"", ""horrible"", ""bad"", ""disappointed"", ""terrible"", ""worse"", ""hate""]",610
"3 years waiting concert london,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""excited""]",552
"onestchampions,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",547
"cool thanks,","Brand_labels: [""customer service""]
Emotion_labels: [""love""]",546
"chrome hearts x ugg collab,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",551
"chrome uggs insane,","Brand_labels: [""product quality""]
Emotion_labels: [""excited""]",549
"arent customs pandabuytemu ones,","Brand_labels: [""customer service""]
Emotion_labels: []",550
"chrome heart uggs coolest thing ive seen day,","Brand_labels: [""product quality""]
Emotion_labels: [""excited""]",554
"maddie finosh rolling csn makea tt w audio,","Brand_labels: [""product quality"", ""reputation & heritage"", ""customer service"", ""social impact"", ""ethical practices"", ""sustainability""]
Emotion_labels: [""love"", ""great"", ""amazing"", ""impressed"", ""thrilled"", ""excited"", ""horrible"", ""bad"", ""disappointed"", ""terrible"", ""worse"", ""hate""]",621
"chrome uggs us actually insane,","Brand_labels: [""product quality""]
Emotion_labels: [""excited""]",551
"wheres hood scarf,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",549
"cus dubai thats nissan altima,","Brand_labels: [""customer service""]
Emotion_labels: [""disappointed""]",553
"park toyota dubai switch mercedes,","Brand_labels: [""reputation & heritage""]
Emotion_labels: []",552
"south africa everything would gone including parking space,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""disappointed""]",555
"thanks god thats love homeالحمدالله,","Brand_labels: [""reputation & heritage""]
Emotion_labels: [""love""]",558
