Text,brand_label,emotion_label
"brother fabulous,",['reputation & heritage'],['love']
"need solo video brother knew assignment lol,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'great', 'amazing', 'impressed', 'thrilled', 'excited', 'horrible', 'bad', 'disappointed', 'terrible', 'worse', 'hate']"
"best celine fashion 2022,",['reputation & heritage'],['love']
"hope see abig fashion designer talented,",['reputation & heritage'],['hope']
"im obsessed page really talent new carrie bradshaw,",['reputation & heritage'],['love']
"celine dion best singer world,",['reputation & heritage'],['love']
"one music legends thats still us along mariah cherish,",['reputation & heritage'],['love']
"hes literally know,",['reputation & heritage'],['love']
"omg lucky armyv knows everything naughty,",['reputation & heritage'],['excited']
"really beautiful,",['product quality'],['love']
"whole day meant,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'great', 'amazing', 'impressed', 'thrilled', 'excited', 'horrible', 'bad', 'disappointed', 'terrible', 'worse', 'hate']"
"cant trust someone believes cartier crash watches look good,","['product quality', 'reputation & heritage']",['disappointed']
"finally someone actually eats every slide,",['customer service'],['love']
"thank af1s dresses nice attire,",['product quality'],['love']
"adore gold silver together,",['product quality'],['love']
"nah sneakers dresses great uncomfy showssss,",['product quality'],['great']
"shes beautiful like real,",['reputation & heritage'],['love']
"shes soo gorgeous,",['reputation & heritage'],['love']
"ughh serve wan na,",['customer service'],['disappointed']
"knowsss,",['reputation & heritage'],['love']
"dark hair power move,",['reputation & heritage'],['excited']
"im sorry even celebrity getting pic taken time im dressed like ill serve minimum 2min anyone,",['customer service'],['disappointed']
"mommy please give chance,",['customer service'],['love']
"little girl back gon na grow obsessed fashion know,",['reputation & heritage'],['love']
"already knew shes gorgeous,",['reputation & heritage'],['love']
"ovs please,",['customer service'],['neutral']
"whats hes douyin pls someone give,",['customer service'],['disappointed']
"gisele bündchen ofcourse pull anything top model perfection,",['reputation & heritage'],['love']
"thinking quality shoe breaking 2 min walk,",['product quality'],['disappointed']
"thats talent,",['reputation & heritage'],['love']
"finally realistic list,",['product quality'],['love']
"jewlery cute coat wl like first photo coat cute,",['product quality'],['love']
"clem heres list budget,",['customer service'],['disappointed']
"tho,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'great', 'amazing', 'impressed', 'thrilled', 'excited', 'horrible', 'bad', 'disappointed', 'terrible', 'worse', 'hate']"
"found prada purse goodwill 6 sold 750,",['product quality'],['excited']
"wore heels 13yo church wearing fiona payless girl saw f insole went omg fendi said theyre fiona,",['product quality'],['excited']
"sweet disposition though,",['reputation & heritage'],['love']
"oh would lost mind,",['customer service'],['disappointed']
"itsshxrpz gooood,",['product quality'],['love']
"love givenchy boots,",['product quality'],['love']
"im actually love w boots,",['product quality'],['love']
"ok really dont like gucci,",['reputation & heritage'],['hate']
"burberry chanel classy ones,",['reputation & heritage'],['love']
"goated,",['reputation & heritage'],['love']
"emaebeach amity_blyth cosmonautics pooooooooo99 за русь усрусь,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['excited']
"fly tt,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'great', 'amazing', 'impressed', 'thrilled', 'excited', 'horrible', 'bad', 'disappointed', 'terrible', 'worse', 'hate']"
"cool,",['product quality'],['love']
"_fan_among_us_1_ wow,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['excited']
"sorry smoking doesnt look like theyre actually smoking,",['product quality'],['disappointed']
"omg amount beauty,",['product quality'],['love']
"look like trying find parents pickup school ends day,",['reputation & heritage'],['disappointed']
"must nice part aesthetically pleasing 2 earth,",['sustainability'],['love']
"bros boutta boxing match,",['reputation & heritage'],['excited']
"fight club,",['reputation & heritage'],['excited']
"kanye west clone lagging,",['reputation & heritage'],['disappointed']
"go chris proud darling,",['reputation & heritage'],['love']
"crying,",['customer service'],['disappointed']
"know youve shared us loving thriving chris,",['reputation & heritage'],['love']
"tik tok fans literally family,",['customer service'],['love']
"love u much hearts w u always deserve things happening keep thriving u amazing,",['reputation & heritage'],"['love', 'amazing']"
"toxiccherry07,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['disappointed']
"girl dream god pleaseee,",['reputation & heritage'],['love']
"showing mom even thought aint buying,",['customer service'],['disappointed']
"perfection,",['product quality'],['love']
"oh god living dream,",['reputation & heritage'],['love']
"family passes trauma,",['reputation & heritage'],['disappointed']
"mum didnt wear much started wearing years later fell apart,",['product quality'],['disappointed']
"would absolutely buy dior shoes,",['product quality'],['love']
"youve hit gold mine,",['product quality'],['love']
"love slowly got aggressive,",['reputation & heritage'],['love']
"ofc ofc sure id want wear earring skiing,",['product quality'],['excited']
"use skis without ski boots,",['product quality'],['disappointed']
"gracey_,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'great', 'amazing', 'impressed', 'thrilled', 'excited', 'horrible', 'bad', 'disappointed', 'terrible', 'worse', 'hate']"
"fashion romanticist didnt even put seasons runway,",['reputation & heritage'],['disappointed']
"fountain one perfect,",['product quality'],['love']
"yk boat one fun,",['reputation & heritage'],['excited']
"attach wall,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'great', 'amazing', 'impressed', 'thrilled', 'excited', 'horrible', 'bad', 'disappointed', 'terrible', 'worse', 'hate']"
"im irritated didnt show final product invested,",['product quality'],['irritated']
"much left attach wall open cool idea,",['product quality'],['excited']
"would open curtains easily,",['customer service'],['love']
"hope see looks like youve got curtain cute,",['product quality'],['love']
"forgot video watching started playing dog,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'great', 'amazing', 'impressed', 'thrilled', 'excited', 'horrible', 'bad', 'disappointed', 'terrible', 'worse', 'hate']"
"thats minute ill never get back life,",['customer service'],['disappointed']
"would good idea hang towels outside kids play water gave new project,",['product quality'],['love']
"whos dave,",['customer service'],['confused']
"bro make please sons,",['customer service'],['disappointed']
"crispy lines well played,",['product quality'],['love']
"serious craftsmanship excellent,",['product quality'],['excellent']
"literally make realistic looking food actually would taste good sacrificing taste looks,",['product quality'],['disappointed']
"reaction one videos ends cut eat whatever beautiful thing youve made,",['product quality'],['love']
"dont kno thought said blueberry,",['product quality'],['confused']
"dont try shoes youre artist,",['product quality'],['disappointed']
"one amazed pulled shoe box beginning without everything else falling,",['product quality'],['amazed']
"dropped something,",['customer service'],['disappointed']
"plot twist buy shopping bags stores,",['product quality'],['excited']
"money looks white last time checked money green,",['reputation & heritage'],['disappointed']
"im early unicorn,",['reputation & heritage'],['excited']
"overthinking,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['disappointed']
"girl take another price tag say accidentally pulled,",['customer service'],['disappointed']
"overthinking max,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['disappointed']
"youre telling didnt take bc didnt tag girl im punching air,",['customer service'],['horrible']
"girl good save ur money therapy talk ur overthinking,",['customer service'],['bad']
"babe definitely gotten,",['product quality'],['love']
"way fell asleep,",['product quality'],['disappointed']
"filming incredibly tiny droplets perfume ultra slow motion super difficult think result worth work,",['product quality'],['impressed']
"theyre pretty bhr,",['product quality'],['love']
"ok coming ideas,",['reputation & heritage'],['excited']
"1st pair looked powerful,",['product quality'],['love']
"kylie always much better posing funny bc kendall model shes average,",['reputation & heritage'],['bad']
"fist pic kendall cursed cant tell otherwise,",['reputation & heritage'],['horrible']
"would blame make artist photographer creative director blame kendall one clearly going,",['reputation & heritage'],['disappointed']
"first one kendall cant,",['reputation & heritage'],['disappointed']
"love seeing everywhere,",['reputation & heritage'],['love']
"shes surpass kendall highest paid model watch,",['reputation & heritage'],['excited']
"shes girl atm,",['reputation & heritage'],['love']
"imagine overwhelming child,",['customer service'],['disappointed']
"stormi perfect child,",['reputation & heritage'],['love']
"kim wanted north,",['reputation & heritage'],['love']
"ugh pray stormi protected life,",['reputation & heritage'],['horrible']
"feel like going traumatize future slayed,",['reputation & heritage'],['thrilled']
"love added sunglasses look probably stormi cause flashes,",['product quality'],['love']
"blone hair earlier,",['product quality'],['love']
"zayn girlies winning today,",['reputation & heritage'],['excited']
"pyramids zayn combo didnt know needed,",['reputation & heritage'],['love']
"ankle stability strength inhumanly insane,",['product quality'],['amazed']
"professional upstairs neighbor,",['customer service'],['neutral']
"aint even testing strength heel anymore strength floor,",['product quality'],['bad']
"walk normally break,",['product quality'],['horrible']
"upstairs neighbour behaviour,",['customer service'],['disappointed']
"wondering hes getting many marriage proposalsof course father look,",['reputation & heritage'],['love']
"mafia daddy alpha werewolf inspired look cuz damn,",['reputation & heritage'],['love']
"plss broo hes soo fineee,",['reputation & heritage'],['love']
"coral fantasy best perfume,",['product quality'],['love']
"born roma intense,",['product quality'],['love']
"ozzie would definitely one saves angel dust valentino would also offer angel better job club,","['customer service', 'reputation & heritage']",['love']
"need ozzie show needs teach val lesson,",['customer service'],['disappointed']
"would love ozzie show handle val know hes normally violent brings nifty,",['customer service'],['love']
"sins showed hazbin would ozzie imagine hed visiting branch clubs opening would happen,",['reputation & heritage'],['excited']
"imagine screams anthony instead angle,",['reputation & heritage'],['excited']
"hear angel fizzarollis friend angel tells fizz val fizz would tell ozzie bad ozzie would protect angel fizzies friend ozzie wouldnt want,",['customer service'],['bad']
"ughh hate valentino love character design voice,",['reputation & heritage'],"['hate', 'love']"
"williamahern13 patriceahern make,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['love']
"ur teacher gone 3mins,",['customer service'],['disappointed']
"absan amber3 u know got ta first day school,",['product quality'],['excited']
"stylethe sassyoure slaying,",['reputation & heritage'],['love']
"guncle chris,",['reputation & heritage'],['love']
"absolutly kenough,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['disappointed']
"boys girlfriend become girlfriend,",['reputation & heritage'],['love']
"mad creative love want oneee,",['reputation & heritage'],['love']
"everyone hate cuffed cargos,",['product quality'],['hate']
"henley tops come white bits separate,",['product quality'],['disappointed']
"love shirts showed id fat,",['product quality'],['love']
"isnt peoples style anyways,",['reputation & heritage'],['disappointed']
"know one hazbin hotel edit,",['reputation & heritage'],['love']
"cant stop hearing cant fix,",['customer service'],['disappointed']
"battle masterless cattle continue,",['reputation & heritage'],['disappointed']
"still impressive alastor still managed hold adam long definitely powers either hiding chained,",['reputation & heritage'],['impressed']
"battle masterless cattle,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['disappointed']
"hermes clever maybe application one received delay response make anxious,",['customer service'],['anxious']
"another world,",['reputation & heritage'],['love']
"hazbin hotel fans summoned,",['reputation & heritage'],['excited']
"moment turned rory gilmore,",['reputation & heritage'],['love']
"way logan gave expected understand meant like yes cute,",['product quality'],['love']
"rory know mother lorelei,",['reputation & heritage'],['love']
"loooooove gets matching outfits made stormi,",['product quality'],['love']
"hat love freaking ate hard,","['product quality', 'customer service', 'ethical practices']","['love', 'hate']"
"storms minor know livin major,",['reputation & heritage'],['love']
"cutest thing,",['product quality'],['love']
"casually walking maids cart like,",['customer service'],['neutral']
"inserts sound youre coming home lmao,",['reputation & heritage'],['amused']
"feel like serena could paco rabanne well,",['reputation & heritage'],['excited']
"dont b jealous guys rich ppl problem us poor thankful dear lord r alive n eating 3x day,",['reputation & heritage'],['thankful']
"happiness everything happiness satisfied anything,",['customer service'],['love']
"shoe earrings accessories put back shelf without disinfecting first,",['customer service'],['disappointed']
"wish could live type life,",['reputation & heritage'],['love']
"im straight,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'great', 'amazing', 'impressed', 'thrilled', 'excited', 'horrible', 'bad', 'disappointed', 'terrible', 'worse', 'hate']"
"shes freaking adorable btw lovvvve lily pulitzer,",['reputation & heritage'],['love']
"shes member country club work say dresses fab every single day matter occasion,",['product quality'],['love']
"old money classy,",['reputation & heritage'],['love']
"ive stumbled across uncanny valley,",['reputation & heritage'],['disappointed']
"love lilly pulitzer,","['product quality', 'reputation & heritage']",['love']
"finally birkin afford,",['product quality'],['excited']
"cant explain much want thisss,",['product quality'],['excited']
"adds christmas shopping list,",['customer service'],['excited']
"mes im crying,",['customer service'],['disappointed']
"legit functions normal apple watch waste money,",['product quality'],['disappointed']
"mary bautistas super richtok side,",['reputation & heritage'],['love']
"limited edition advance order went powernac found regular series 6 se,",['product quality'],['disappointed']
"shes getting everything kids bc maybe never things like kid,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'great', 'amazing', 'impressed', 'thrilled', 'excited', 'horrible', 'bad', 'disappointed', 'terrible', 'worse', 'hate']"
"love stuff use forever wanted baby like anything,",['product quality'],['love']
"also teaches daughter humble kind thats matters,",['reputation & heritage'],['love']
"thats cute rich id literally adorable,",['product quality'],['love']
"every car 1 1 modified,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'great', 'amazing', 'impressed', 'thrilled', 'excited', 'horrible', 'bad', 'disappointed', 'terrible', 'worse', 'hate']"
"sad thing car never driven potential,",['product quality'],['disappointed']
"andrew tate typing,",['reputation & heritage'],['neutral']
"hes black thats knows move,",['reputation & heritage'],['love']
"cute see interpret dancing would loud music possibly hurting ears dog cant bear,",['product quality'],['bad']
"omg tht soooooooooo effin cute,",['product quality'],['love']
"tail pocket needs checked frenchies common,",['product quality'],['bad']
"oh goodness want squishy squish adorable floofster,",['product quality'],['love']
"ashmarieobrien18 cant want one,",['product quality'],['excited']
"love cherry red,",['product quality'],['love']
"love red first one,",['product quality'],['love']
"love cherry red,",['product quality'],['love']
"definitely first one thunderbird absolutely gorgeous,",['product quality'],['love']
"facts love like cherry red,",['product quality'],['love']
"use gold bars paper weight,",['product quality'],['love']
"ive looking mushroom paperweight thank god hermes came,",['product quality'],['love']
"spent 1450 balenciaga mushroom paperweight last week waited black friday deal,",['product quality'],['excited']
"thought mushroom stool first thinking damn thats expensive stool way thats much paperweight,",['product quality'],['disappointed']
"okay thats smart,",['reputation & heritage'],['love']
"brands made fools think rich wearing,",['reputation & heritage'],['disappointed']
"reason buy designer get good bag last unless youre label chaser meansgo ahead,",['product quality'],['disappointed']
"black love thank much,",['reputation & heritage'],['love']
"sis easily find logo way cheaper,",['product quality'],['disappointed']
"baby baby birkin sounds fair,",['product quality'],['neutral']
"tauba whats materialistic world coming,",['product quality'],['disappointed']
"wont shout back,",['customer service'],['disappointed']
"love little girl shes adorable,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['love']
"wayyy better moncler x palm angel puffer coat,",['product quality'],['better']
"ice ice baby,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['excited']
"harinialluri want need,",['customer service'],['disappointed']
"its_naty_07,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'great', 'amazing', 'impressed', 'thrilled', 'excited', 'horrible', 'bad', 'disappointed', 'terrible', 'worse', 'hate']"
"lil bro tried replicate margiela kiss shirt knows ball,",['product quality'],['love']
"made mom kiss thats cute,",['reputation & heritage'],['love']
"coolest mom ever kissing homeboys shirt,",['product quality'],['love']
"cries awkward wavy hair thats always frizzy,",['product quality'],['disappointed']
"cries weird inconsistent waves,",['product quality'],['disappointed']
"dont know lucky,",['customer service'],['disappointed']
"everyones crying comments dont know hard hold curl hair dries way,",['product quality'],['disappointed']
"crying curly hair,",['customer service'],['disappointed']
"type hair deserve,",['product quality'],['disappointed']
"sad thing based true story,",['reputation & heritage'],['sad']
"use fingers gunz movies,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['excited']
"polite british convo,",['customer service'],['love']
"english translation please,",['customer service'],['disappointed']
"real artist carefully chooses place white area first photo signature caringattention details,",['product quality'],['love']
"thank armani,",['reputation & heritage'],['love']
"photo worth 100k,",['product quality'],['love']
"death come everybody chase money,",['reputation & heritage'],['horrible']
"ive waiting raw food dnt know starts rotti gets salmon oilhip n jointimmune chews coconut oilwith kibble,",['customer service'],['disappointed']
"thatveganbitch,",['reputation & heritage'],['hate']
"dogs vegan tho old dog would eat meat ever,",['ethical practices'],['neutral']
"yeah wild go buy omega 3s supplements,",['customer service'],['excited']
"well dog isnt vegetarian honestly think fine one close relatives vegetarian dog lived 14,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['disappointed']
"raw food healthy long balanced diet people throw raw meat bowl balanced diet dog get sick,","['product quality', 'customer service']",['disappointed']
"bro would everything driver bodyguard,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'great', 'amazing', 'impressed', 'thrilled', 'excited', 'horrible', 'bad', 'disappointed', 'terrible', 'worse', 'hate']"
"shes gorgeous wish wouldnt wet often beautiful cant go wrong love curls big wild,",['product quality'],['love']
"shes literally prettiest girl world,",['reputation & heritage'],['love']
"oh tom holland,",['reputation & heritage'],['love']
"n amina isra clothes still smell,",['product quality'],['bad']
"hus_shaik_omar us could us,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'great', 'amazing', 'impressed', 'thrilled', 'excited', 'horrible', 'bad', 'disappointed', 'terrible', 'worse', 'hate']"
"paec one day rich enough,",['reputation & heritage'],['excited']
"got celine jeans know youre babe,",['product quality'],['love']
"sometimes wonder people money charge cards serious debt,",['customer service'],['disappointed']
"knew max mara second saw stunning coat,","['product quality', 'reputation & heritage']",['love']
"corner probably highest birkins per day anywhere world hahaha,",['reputation & heritage'],['amusement']
"else went go search much 50k dollars naira,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['disappointed']
"noticed peller english bit okay speaking armani mummy ie tell u peller best actor tiktok,",['reputation & heritage'],['love']
"armani book ticketpelleryou rich,",['reputation & heritage'],['love']
"need everything owns im joking,",['product quality'],['love']
"literally every one looks perfect think everyday,",['product quality'],['love']
"row dont money cos,",['customer service'],['disappointed']
"first bag row beautiful,",['product quality'],['love']
"rowification,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'great', 'amazing', 'impressed', 'thrilled', 'excited', 'horrible', 'bad', 'disappointed', 'terrible', 'worse', 'hate']"
"thank making love quiet luxury nonlogo vibe,",['reputation & heritage'],['love']
"comments still expensive almost everyone,",['product quality'],['disappointed']
"also looooove mulberry tods,","['product quality', 'reputation & heritage']",['love']
"blue lee radziwell bag bought around 300 dollars sale love,",['product quality'],['love']
"wait need together,",['customer service'],['neutral']
"need together,",['customer service'],['neutral']
"together would hit hardddd,",['product quality'],['excited']
"shes always style icon,",['reputation & heritage'],['love']
"thank never would said katie holms yes love style,",['reputation & heritage'],['love']
"first khaite look iconic,",['reputation & heritage'],['love']
"love katie holmes fashion icon relatable,",['reputation & heritage'],['love']
"love everyday style,",['product quality'],['love']
"like katie outfits sometimes looks bit messy still looks cute also idk ppl put catherine page,",['product quality'],['love']
"hate,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['hate']
"youre literally angel id love meet one day,",['reputation & heritage'],['love']
"cream color looks good jewelry hair sunglasses whole look awesome,",['product quality'],['great']
"absolutely beautiful,",['product quality'],['love']
"shes everything want,",['reputation & heritage'],['love']
"yesss thank,",['customer service'],['love']
"sorry porto rocha best ny studio,",['reputation & heritage'],['love']
"advice getting junior role creative agency,",['customer service'],['excited']
"love flamingo estate work,",['social impact'],['love']
"tips looking jobs creative agencies,",['customer service'],['excited']
"something special studios favorite,",['reputation & heritage'],['love']
"look inc theyre small work big brands campaigns always good,",['reputation & heritage'],['good']
"places ever take interns would love work one agencies one day,",['customer service'],['love']
"love malene birgers designs use way much polyester esp prices,",['product quality'],['love']
"thank much like 8 new browser tabs open shop,",['customer service'],['love']
"leave longchamp aloneeeee affordable waterproof machinewashable,",['product quality'],['love']
"wait accurate,",['customer service'],['love']
"way put right left left right making brain melt,",['customer service'],['disappointed']
"embarrassing ask top two champagne leftist bags,","['reputation & heritage', 'social impact']",['horrible']
"longchamp bags like 100 last eternity ok ill using mine earth explodes,",['product quality'],['love']
"must ever leave house weather hits 75f see sandals time 3 pairs,",['product quality'],['excited']
"super cute plus love tory burch extremely socially aware conscious always get bag period,","['product quality', 'social impact']",['love']
"best seriously tell em,",['reputation & heritage'],['love']
"way baby whole mood whole life,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'excited']"
"love casting spells get shoes,",['product quality'],['love']
"100100 outfit bonus points listening malice mizer,",['product quality'],['love']
"rlly got ta bring capes back,",['product quality'],['excited']
"mother kids nanny wont give raise gives row handmedowns,",['product quality'],['disappointed']
"row honestly perfection olsen twins beyond talented,",['reputation & heritage'],['love']
"row top tier,",['reputation & heritage'],['love']
"goal life decked row hermes clothes discreetly possible telling one,","['product quality', 'reputation & heritage']",['love']
"quiet luxury fashion wow,",['reputation & heritage'],['amazed']
"cries wide feet cute,",['product quality'],['disappointed']
"cries flat feet,",['product quality'],['disappointed']
"kendall jenner best aesthetic celebrity world,",['reputation & heritage'],['love']
"haileys style top tier,",['reputation & heritage'],['love']
"love would change kendall dakota johnson tho,",['reputation & heritage'],['love']
"people used call kenny boring shes dressing like forever love people recognize timeless style,",['reputation & heritage'],['love']
"dont think ive every enjoyed watching someone get dressed much impeccable music choices great style,",['product quality'],['great']
"effortless chic love every element im inspired,",['product quality'],['love']
"outfit everything truly wonderful,",['product quality'],['love']
"well woman knows slay style,",['reputation & heritage'],['love']
"dont like crocs even whole scandal cant believe anyone actually wore,","['reputation & heritage', 'ethical practices']",['hate']
"love last pair chic emo,",['product quality'],['love']
"want crocs please,",['customer service'],['excited']
"quality unmatched pieces row lasted literally years quality unmatched,",['product quality'],['love']
"idea good stuff walmart,",['product quality'],['love']
"crazy sofia richie given sole credit style women havent dressing like years,",['reputation & heritage'],['horrible']
"forever give fashion nova matter expensive clothes,","['product quality', 'customer service']",['disappointed']
"saw sofia take spot top nepo baby cause baddy look tired made look overdone,",['product quality'],['bad']
"literally lives bodycon everything shes slick rebrand,","['product quality', 'reputation & heritage']",['love']
"crazy style appeared viral sofia richie pre wedding looks,",['product quality'],['excited']
"fighting life,",['reputation & heritage'],['disappointed']
"grwms filter vids made clear want sofia richiealix earle attention,",['reputation & heritage'],['love']
"kyle falling quiet luxury shes probably starting read room bottega bag absolutely ridiculous,","['product quality', 'reputation & heritage']",['horrible']
"bag would literally cost arm leg row,",['product quality'],['horrible']
"love row entire heart,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['love']
"want itt,",['product quality'],['excited']
"messy im homeless,",['customer service'],['disappointed']
"ask get hair done love color cut,",['product quality'],['love']
"algorithm algorithming,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'great', 'amazing', 'impressed', 'thrilled', 'excited', 'horrible', 'bad', 'disappointed', 'terrible', 'worse', 'hate']"
"know coincidence got video,",['reputation & heritage'],['love']
"algorithm puts video harry styles fans fyp,",['reputation & heritage'],['love']
"shes prettiest girl ive ever seen,",['reputation & heritage'],['love']
"shes best love much model year,",['reputation & heritage'],['love']
"reminds used sanitary pads cant unsee,",['product quality'],['disappointed']
"mother,",['customer service'],['love']
"motherrrrr,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['love']
"always loved amelia delilah,",['reputation & heritage'],['love']
"shes actually got really good strut,",['product quality'],['love']
"absolutely,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['love']
"improved much,",['product quality'],['impressed']
"wow ground breaking,","['reputation & heritage', 'social impact']",['amazed']
"creative love runway,",['reputation & heritage'],['love']
"thats coool,",['product quality'],['excited']
"courreges foreverrr,",['reputation & heritage'],['love']
"bro spend chrome couldve gotten gym membership,",['product quality'],['disappointed']
"finesse chrome hearts jacket,",['product quality'],['love']
"love chrome hearts,",['reputation & heritage'],['love']
"bf would love,",['customer service'],['love']
"wish lived chrome heart store japan,",['reputation & heritage'],['love']
"any1 took marry,",['customer service'],['disappointed']
"nah cause eyelashes took,",['customer service'],['disappointed']
"yall finding jobs easily kept getting rejection emails,",['customer service'],['disappointed']
"ive literally gotten jobs indeed,",['customer service'],['love']
"ive deadass applied 100 jobs thru indeed got 5 interviews,",['customer service'],['disappointed']
"applying every job says entry level experience required,",['customer service'],['disappointed']
"im poor expecting actual chrome hearts half video thinking hearts,",['product quality'],['disappointed']
"giselle really rich rich rich rich,",['reputation & heritage'],['excited']
"svt hoshi lmao 12 members splitted cost jus buy chrome hearts jeans bday,",['product quality'],['love']
"giselles closet customised chrome hearts like something novel,",['product quality'],['love']
"gisele loveee chrome hearts,",['reputation & heritage'],['love']
"mask eatin shark week hello,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['excited']
"want everything video,",['product quality'],['love']
"lets play little game made ahh fit,",['product quality'],['excited']
"resident evil ahh fit,",['product quality'],['excited']
"smth mahito would wear,",['product quality'],['love']
"big red boots good custom go hard,","['product quality', 'customer service']",['great']
"never customize anything,",['customer service'],['disappointed']
"looks fire bruh yall never customize,",['product quality'],['excited']
"low key ate,",['product quality'],['love']
"chrome hearts rubix cube fire,",['product quality'],['love']
"thank uuuuuu im original creator im obsessed w theseeeee,",['product quality'],['love']
"always eatttt girl,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'great', 'amazing', 'impressed', 'thrilled', 'excited']"
"ahhhhhhhhhh fire,",['product quality'],['excited']
"right hand cant figure right way drill,",['customer service'],['disappointed']
"living exact lifestyle everything im always grateful,",['reputation & heritage'],['grateful']
"really,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['disappointed']
"red one good,",['product quality'],['good']
"breaks heart seeing one stopping hear,",['customer service'],['disappointed']
"thought steve,",['reputation & heritage'],['neutral']
"pineapple slushy arm though,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'great', 'amazing', 'impressed', 'thrilled', 'excited', 'horrible', 'bad', 'disappointed', 'terrible', 'worse', 'hate']"
"seen stains second time first comment,",['product quality'],['disappointed']
"waiting part stains part chrome hearts shirt,",['product quality'],['disappointed']
"finally someone said,",['reputation & heritage'],['excited']
"got dude comments like broke say thinking sum,",['customer service'],['disappointed']
"apple pay wouldve hit fs yall hating,",['customer service'],['hate']
"bro money money idc got,",['customer service'],['disappointed']
"way would go batshit crazy,",['reputation & heritage'],['horrible']
"bruno mars cool swear,",['reputation & heritage'],['love']
"everyone talking bruno mars dancing nobody nothing guy dance holding bass guitar,",['reputation & heritage'],['love']
"needs book concerts us,",['customer service'],['disappointed']
"confirm best concert ever one big party,",['reputation & heritage'],['love']
"total performer,",['product quality'],['love']
"fire though,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['excited']
"labmok0 mrkupido299 crushfactsforyou_ charlisunraedunkin20,",['reputation & heritage'],['love']
"needs cover vogue magazineyou simply striking,",['reputation & heritage'],['love']
"wow grandma cool beautiful,",['reputation & heritage'],['love']
"god damn looked professional,",['product quality'],['love']
"first photo,",['product quality'],['love']
"uhhh next add missing something incredible,",['product quality'],['incredible']
"naw thats tuff,",['product quality'],['disappointed']
"people deserve go met gala random influencers,",['reputation & heritage'],['disappointed']
"one iconic met galas ever,",['reputation & heritage'],['love']
