Text,brand_label,emotion_label
"itzy viral queens good way esp maknae shin yuna always bebe,",['reputation & heritage'],['love']
"shoes north,",['product quality'],['neutral']
"styles people like come,",['reputation & heritage'],['neutral']
"happened little girls wearing flat shoes pink dress pigtailswhats going,",['product quality'],['confused']
"leaving kid behindif mother last trip,",['customer service'],['disappointed']
"look good north shoes,",['product quality'],['love']
"norths shoes,",['product quality'],['neutral']
"sometimes tell children shes gon na break bone shoes,",['product quality'],['horrible']
"thought psalms toy cars stuck norths feet,",['product quality'],['disappointed']
"old money vibes,",['reputation & heritage'],['love']
"provincial summer paris fall winter spring,",['reputation & heritage'],['neutral']
"main character,",['reputation & heritage'],['love']
"literally living daydream best luck always,",['reputation & heritage'],['love']
"paying prices waiting line illegal,",['customer service'],['disappointed']
"shes dressed like louis vuitton employee,",['reputation & heritage'],['hate']
"line hey shouldnt get line ive 30 mins,",['customer service'],['disappointed']
"comments arnt vibe clearly theyve never bought anything louis chanel go bestie,",['reputation & heritage'],['love']
"isnt line chanel tho still well done mother,",['reputation & heritage'],['love']
"exit look dolls back,",['reputation & heritage'],['neutral']
"sometimes dream pieces appear right time dont happy appreciated,",['product quality'],['happy']
"important pieces take forever find get right one worth,",['product quality'],['love']
"soooo happy something relate much,",['customer service'],['excited']
"trying make courreges queens proud emimusssssssss taramariagonzalez,",['reputation & heritage'],['love']
"hating genuinely curious find liking items bc designer made different 1,",['product quality'],['hate']
"love finally getting piece youve wanting long time much gratifying buying bunch pieces kinda like,",['product quality'],['love']
"us courreges ebay alert,",['reputation & heritage'],['neutral']
"im starting research fashion know research dont wan na search every designer ever go,",['reputation & heritage'],['neutral']
"recs winter jackets,",['product quality'],['neutral']
"guys shop vintage way better quality price use ebay etc,",['product quality'],['better']
"thats actually really goid,",['product quality'],['love']
"scary thing really could photoset gucci magazine,",['reputation & heritage'],['horrible']
"omg glove wash dishes,",['product quality'],['excited']
"way actually really good omg,",['product quality'],['excited']
"2 hours later gucci would like next supermodel,",['reputation & heritage'],['excited']
"pls thought kim kardashian,",['reputation & heritage'],['disappointed']
"dreams,",['reputation & heritage'],['love']
"would fun real life,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['excited']
"visuals nice almost made want buy burberry lol,",['product quality'],['love']
"literally feels listening sza songs,",['product quality'],['love']
"shes super model,",['reputation & heritage'],['love']
"shes literally icon,",['reputation & heritage'],['love']
"whatflawless means,",['product quality'],['love']
"one many reasons shes one übermodel high fashion professional still,",['reputation & heritage'],['love']
"walking around sis wedding,",['product quality'],['love']
"show must go,",['reputation & heritage'],['excited']
"itsyelina le tshirt,",['product quality'],['neutral']
"poopiblh ton tshirt,",['product quality'],['disappointed']
"cloe_brs_ son tee shirt,",['product quality'],['neutral]
"tshirt reeses,",['product quality'],['neutral']
"taylis_cabrol le tee shirt ressese,",['product quality'],['neutral]
"leaanneast son tee shirt,",['product quality'],['neutral']
"reasons gon na pain loving,",['product quality'],['love']
"fr blowing,",['product quality'],['amazed']
"hxrny_for_chris,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['love']
"aaliyahpaige24 switch around,","['product quality', 'customer service', 'reputation & heritage', 'social impact', 'ethical practices', 'sustainability']",['excited']
"deletes paragraph slowlyyyy,",['customer service'],['disappointed']
"fooled first half,",['customer service'],['disappointed']
"nooo trendy next year year knows youll even feel,",['reputation & heritage'],['hate']
"purchase something youve wanted,",['customer service'],['excited']
"hmmm would consider good investment piece timeless imo would find dupelookalike,","['product quality', 'reputation & heritage']",['love']
"would say yes wear size smaller 10 large feet,",['product quality'],['neutral']
"charlesgross thoughts love,",['reputation & heritage'],['love']
"youve wanted havent changed mind think good investment also hope youre little better today,",['product quality'],['good']
"buy afford wear done antithesis investment,",['product quality'],['disappointed']
"need clothing line future investor right,",['reputation & heritage'],['excited']
"ate,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'great', 'amazing', 'impressed', 'thrilled', 'excited', 'horrible', 'bad', 'disappointed', 'terrible', 'worse', 'hate']"
"fantastic songs africa,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']",['excited']
"tony_taycl,",['reputation & heritage'],['neutral']
"title song,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'great', 'amazing', 'impressed', 'thrilled', 'excited', 'horrible', 'bad', 'disappointed', 'terrible', 'worse', 'hate']"
"3 years waiting concert london,",['reputation & heritage'],['excited']
"onestchampions,",['reputation & heritage'],['neutral']
"cool thanks,",['customer service'],['love']
"chrome hearts x ugg collab,",['reputation & heritage'],['neutral']
"chrome uggs insane,",['product quality'],['excited']
"arent customs pandabuytemu ones,",['customer service'],['neutral']
"chrome heart uggs coolest thing ive seen day,",['product quality'],['excited']
"maddie finosh rolling csn makea tt w audio,","['product quality', 'reputation & heritage', 'customer service', 'social impact', 'ethical practices', 'sustainability']","['love', 'great', 'amazing', 'impressed', 'thrilled', 'excited', 'horrible', 'bad', 'disappointed', 'terrible', 'worse', 'hate']"
"chrome uggs us actually insane,",['product quality'],['excited']
"wheres hood scarf,",['customer service'],['disappointed']
"cus dubai thats nissan altima,",['customer service'],['disappointed']
"park toyota dubai switch mercedes,",['reputation & heritage'],['neutral']
"south africa everything would gone including parking space,",['reputation & heritage'],['disappointed']
"thanks god thats love home",['reputation & heritage'],['love']
